;NOMBRE_INSTITUCIÓN;CARÁCTER_ACADÉMICO;SECTOR;CÓDIGO_SNIES_DEL_PROGRAMA;CÓDIGO_ANTERIOR_ICFES;NOMBRE_DEL_PROGRAMA;ESTADO_PROGRAMA;RECONOCIMIENTO_DEL_MINISTERIO;CINE_F_2013_AC_CAMPO_AMPLIO;CINE_F_2013_AC_CAMPO_ESPECÍFIC;CINE_F_2013_AC_CAMPO_DETALLADO;ÁREA_DE_CONOCIMIENTO;NÚCLEO_BÁSICO_DEL_CONOCIMIENTO;NIVEL_ACADÉMICO;NIVEL_DE_FORMACIÓN;MODALIDAD;NÚMERO_CRÉDITOS;NÚMERO_PERIODOS_DE_DURACIÓN;DEPARTAMENTO_OFERTA_PROGRAMA;MUNICIPIO_OFERTA_PROGRAMA;SNIES;H2000-1;M2000-1;H2000-2;M2000-2;H2001-1;M2001-1;H2001-2;M2001-2;H2002-1;M2002-1;H2002-2;M2002-2;H2003-1;M2003-1;H2003-2;M2003-2;H2004-1;M2004-1;H2004-2;M2004-2;H2005-1;M2005-1;H2005-2;M2005-2;H2006-1;M2006-1;H2006-2;M2006-2;H2007-1;M2007-1;H2007-2;M2007-2;H2008-1;M2008-1;H2008-2;M2008-2;H2009-1;M2009-1;H2009-2;M2009-2;H2010-1;M2010-1;H2010-2;M2010-2;H2011-1;M2011-1;H2011-2;M2011-2;H2012-1;M2012-1;H2012-2;M2012-2;H2013-1;M2013-1;H2013-2;M2013-2;M2014-1;M2014-2;H2014-1;H2014-2;M2015-1;M2015-2;H2015-1;H2015-2;H2016-1;H2016-2;M2016-1;M2016-2;H2017-1;H2017-2;M2017-1;M2017-2;H2018-1;H2018-2;M2018-1;M2018-2;H2019-1;H2019-2;M2019-1;M2019-2;H2020-1;H2020-2;M2020-1;M2020-2;H2021-1;H2021-2;M2021-1;M2021-2;M2022-1;M2022-2;H2022-1;H2022-2;NOMBRE_DEL_PROGRAMA_DEPURADO
332;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;Universidad;Oficial;3521;120946210385400111100;INGENIERIA ELECTRONICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;San José de Cúcuta;3521;38;7;33;12;35;10;39;5;43;8;36;9;48;4;47;10;43;4;0;0;51;3;26;7;45;3;42;5;46;10;35;5;54;7;39;3;81;9;42;3;69;19;27;3;69;7;49;2;63;8;24;8;62;15;29;7;11;3;60;34;17;2;74;38;48;23;12;2;53;36;9;2;57;46;12;13;62;52;7;5;57;31;8;4;54;55;8;3;7;5;57;46;INGENIERIA ELECTRONICA
334;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;Universidad;Oficial;51769;120946200005400111500;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;162;10;Norte de Santander;San José de Cúcuta;51769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;41;37;55;95;113;41;55;48;28;50;42;52;33;46;42;44;28;64;41;47;15;49;48;30;37;47;37;58;38;44;37;61;42;50;51;48;32;58;39;47;66;46;45;53;44;60;47;55;36;48;50;41;39;36;28;42;26;27;23;33;34;26;18;32;40;INGENIERIA INDUSTRIAL
335;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;Universidad;Oficial;857;120946210005400111100;INGENIERIA MECANICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;168;10;Norte de Santander;San José de Cúcuta;857;36;9;41;4;47;4;46;3;55;1;46;5;59;7;49;1;60;4;47;6;83;7;55;2;67;8;45;3;78;5;34;5;86;6;41;0;94;6;42;4;73;8;35;1;67;10;48;3;72;8;37;3;69;3;45;1;5;3;90;49;12;2;91;67;89;46;10;6;65;44;11;3;68;42;9;1;65;0;7;0;51;22;4;0;40;40;4;3;4;4;41;43;INGENIERIA MECANICA
337;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;Universidad;Oficial;4113;121046280015449811100;INGENIERIA AMBIENTAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;166;10;Norte de Santander;Ocaña;4113;0;0;9;8;6;13;9;14;10;12;11;12;23;19;16;18;16;18;16;7;16;16;11;8;7;4;13;8;8;12;17;16;29;16;19;26;37;39;26;33;65;79;30;43;63;86;33;51;51;44;30;53;41;66;53;71;51;46;44;43;33;33;38;44;38;21;41;26;22;24;28;30;12;22;29;20;18;16;21;24;25;21;18;16;13;17;25;25;25;23;21;24;INGENIERIA AMBIENTAL
338;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;Universidad;Oficial;20563;121046240005449811500;INGENIERIA CIVIL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;175;10;Norte de Santander;Ocaña;20563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;11;14;3;41;26;40;13;29;18;39;22;30;15;33;12;61;29;55;29;91;52;52;20;107;60;34;13;53;31;60;31;59;30;82;32;27;14;65;24;9;14;29;21;44;25;32;10;25;20;13;18;28;26;10;18;32;19;5;18;32;30;10;6;26;27;13;16;12;16;35;41;INGENIERIA CIVIL
339;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;Universidad;Oficial;52503;52503;INGENIERIA DE SISTEMAS;Activo;Acreditación de alta calidad;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;167;10;Norte de Santander;Ocaña;52503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;21;21;8;45;23;17;9;37;9;21;17;31;14;16;15;35;25;23;10;51;18;10;5;42;23;27;23;35;7;36;26;57;25;48;21;29;11;64;39;22;26;58;48;54;46;17;15;60;37;12;18;41;36;9;13;42;33;4;10;41;23;9;10;35;34;12;10;8;3;42;48;INGENIERIA SISTEMAS
340;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;Universidad;Oficial;20561;121046210005449811500;INGENIERIA MECANICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;167;10;Norte de Santander;Ocaña;20561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;14;1;33;0;25;2;29;16;31;2;40;4;38;6;55;6;30;1;87;6;39;0;85;9;46;10;86;4;40;4;62;7;68;11;11;7;79;65;10;13;70;70;68;34;9;3;39;41;6;8;39;35;4;6;30;28;7;7;30;32;7;3;29;36;6;6;4;8;38;38;INGENIERIA MECANICA
341;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;17733;121246303335451811100;INGENIERIA AGRONOMICA;Activo;Registro calificado;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Agronomía, veterinaria y afines;Agronomía;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;17733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;7;19;12;19;6;0;0;20;6;0;0;40;25;0;0;24;8;0;0;19;8;2;1;21;13;15;6;15;6;1;0;16;6;5;8;14;7;24;10;14;0;41;0;26;24;37;27;47;36;18;15;46;26;30;11;32;25;12;10;28;19;15;10;24;13;12;13;23;29;12;13;0;0;0;0;INGENIERIA AGRONOMICA
342;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;9806;121246280005451811100;INGENIERIA AMBIENTAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;9806;0;0;0;0;0;0;22;18;39;34;38;16;29;28;17;19;21;23;10;28;18;8;0;0;32;8;1;3;73;86;46;40;18;15;7;6;25;25;15;26;24;34;16;12;35;27;27;17;32;34;21;16;61;67;29;28;94;59;73;60;145;35;108;34;59;51;56;47;34;19;35;24;25;14;17;18;13;20;23;21;15;14;18;20;15;14;22;20;22;14;17;18;INGENIERIA AMBIENTAL
343;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;52397;52397;INGENIERIA CIVIL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;159;10;Norte de Santander;Pamplona;52397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;47;62;10;50;15;47;14;35;12;32;11;54;24;37;11;49;19;44;15;65;29;49;12;91;46;79;39;0;0;0;0;0;35;0;105;116;109;60;39;72;43;28;19;30;27;16;8;37;31;9;8;36;32;13;16;36;36;10;12;11;14;30;31;INGENIERIA CIVIL
344;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;2890;121246640005451811100;INGENIERIA DE ALIMENTOS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agroindustrial, alimentos y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;2890;0;0;0;0;20;49;24;33;23;31;19;20;29;36;19;16;18;19;20;31;20;18;0;0;21;28;1;2;22;13;2;1;10;11;4;0;10;12;2;3;10;9;0;1;1;0;3;1;9;11;3;7;10;22;10;13;15;11;13,5;12;18,5;15;11;12;21;12;25,5;21;10,5;10,5;23;24;12;12;17;17;8;11;26;16;9,5;4;16;24;8,5;8;16;6;19,5;12,5;10;4;INGENIERIA ALIMENTOS
345;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;2890;121246640005451811100;INGENIERIA DE ALIMENTOS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agroindustrial, alimentos y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;2890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;17;17;39;40;83;12;25;13;22;16;12;1;2;0;0;9;16;0;0;7;4;0;0;8;5;0;1;4;5;9;18;15;11;13,5;12;18,5;15;11;12;21;12;25,5;21;10,5;10,5;23;24;12;12;17;17;8;11;26;16;9,5;4;16;24;8,5;8;16;6;19,5;12,5;10;4;INGENIERIA ALIMENTOS
346;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;9245;121240030005451811100;INGENIERIA DE SISTEMAS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;162;10;Norte de Santander;Pamplona;9245;0;0;0;0;83;39;73;40;70;38;116;20;100;25;58;39;91;24;37;30;68;10;32;14;56;9;36;6;73;32;26;22;34;12;33;11;29;6;22;0;34;8;18;3;27;0;1;0;20;8;8;4;19;5;13;0;4,5;7,5;38;22,5;11,5;6;62,5;31;45;26,5;6;8;41;30;6;7,5;29;22,5;4,5;4;28;26;3;3;35;26;8;6;33;34,5;3;1;2;4,5;39;35;INGENIERIA SISTEMAS
347;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;9245;121240030005451811100;INGENIERIA DE SISTEMAS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;162;10;Norte de Santander;Pamplona;9245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;38;51;29;40;12;22;11;24;11;1;0;30;10;14;1;15;11;8;1;19;7;11;2;24;8;18;3;4,5;7,5;38;22,5;11,5;6;62,5;31;45;26,5;6;8;41;30;6;7,5;29;22,5;4,5;4;28;26;3;3;35;26;8;6;33;34,5;3;1;2;4,5;39;35;INGENIERIA SISTEMAS
348;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;9818;121246210305451811100;INGENIERIA ELECTRICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electricidad y energía;Ingeniería, arquitectura, urbanismo y afines;Ingeniería eléctrica y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;9818;0;0;0;0;36;6;28;1;43;4;29;1;22;3;23;2;25;4;0;0;38;5;0;0;0;0;0;0;41;5;5;1;39;8;3;0;2;0;4;1;23;1;8;0;15;1;14;0;28;0;17;2;23;3;25;2;6;2,5;31;22,5;8;6;49;33;63;54,5;7,5;8;38;35;9;1;33,5;22;3,5;4;31,5;23;3,5;2;30,5;27;3,5;3;24,5;23;2,5;2;5;3,5;29;23,5;INGENIERIA ELECTRICA
349;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;9818;121246210305451811100;INGENIERIA ELECTRICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electricidad y energía;Ingeniería, arquitectura, urbanismo y afines;Ingeniería eléctrica y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;9818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;7;83;4;32;0;108;15;1;0;17;9;1;1;11;1;0;0;29;5;28;3;20;2;0;0;24;4;17;4;6;2,5;31;22,5;8;6;49;33;63;54,5;7,5;8;38;35;9;1;33,5;22;3,5;4;31,5;23;3,5;2;30,5;27;3,5;3;24,5;23;2,5;2;5;3,5;29;23,5;INGENIERIA ELECTRICA
350;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;2889;121246210385451811100;INGENIERIA ELECTRONICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;2889;0;0;0;0;92;11;67;13;78;17;86;4;116;12;49;10;104;17;54;9;77;12;44;2;58;4;62;6;91;8;36;1;39;4;30;4;33;4;5;0;42;3;1;0;21;4;14;1;13;3;12;2;13;4;13;1;2;1;39;25;7;3;43;29;38;18;7;5;44;32;5;10;32;28;9;3;31;17;4;1;33;12;3;4;21;19;4;1;2;3;29;19;INGENIERIA ELECTRONICA
351;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;2889;121246210385451811100;INGENIERIA ELECTRONICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;2889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;4;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;39;25;7;3;43;29;38;18;7;5;44;32;5;10;32;28;9;3;31;17;4;1;33;12;3;4;21;19;4;1;2;3;29;19;INGENIERIA ELECTRONICA
352;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;11874;121243840005400111100;INGENIERIA EN TELECOMUNICACIONES;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;11874;0;0;0;0;0;0;0;0;52;28;72;29;97;49;39;24;65;27;31;23;64;29;35;12;44;21;33;12;52;24;36;19;22;2;6;3;26;9;2;1;20;11;4;1;15;7;0;0;15;4;1;0;11;1;15;0;8,5;3;20,5;11,5;8;4,5;20,5;19;30;11,5;13,5;7;32;17;10,5;10,5;21,5;19;5;4;18;14;7,5;6;27,5;9;7,5;4;23;14;10,5;4,5;10,5;3,5;20,5;18,5;INGENIERIA TELECOMUNICACIONES
353;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;11874;121243840005400111100;INGENIERIA EN TELECOMUNICACIONES;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;11874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;12;56;35;157;105;66;44;29;15;28;7;29;18;3;2;23;24;0;1;15;6;0;0;1;0;0;0;23;6;15;4;8,5;3;20,5;11,5;8;4,5;20,5;19;30;11,5;13,5;7;32;17;10,5;10,5;21,5;19;5;4;18;14;7,5;6;27,5;9;7,5;4;23;14;10,5;4,5;10,5;3,5;20,5;18,5;INGENIERIA TELECOMUNICACIONES
354;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;9899;121246700425451811100;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;163;10;Norte de Santander;Pamplona;9899;0;0;0;0;44;35;56;27;38;42;48;33;53;36;41;21;52;38;29;28;61;34;28;12;43;24;33;15;61;36;41;28;28;22;60;22;32;22;27;16;54;34;34;19;35;16;26;12;45;40;27;13;43;34;52;37;64,5;46;74,5;60,5;69,5;36,5;109;49,5;66;47,5;61,5;33;43,5;27;27,5;20,5;19,5;16,5;18,5;14;19,5;17,5;17;11,5;25,5;18,5;13,5;11;18,5;26,5;16;19,5;18;13;22,5;24,5;INGENIERIA INDUSTRIAL
355;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;9899;121246700425451811100;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;163;10;Norte de Santander;Pamplona;9899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;37;133;75;73;48;38;23;39;17;26;17;23;16;47;38;12;5;19;15;13;10;26;27;30;20;50;29;34;26;64,5;46;74,5;60,5;69,5;36,5;109;49,5;66;47,5;61,5;33;43,5;27;27,5;20,5;19,5;16,5;18,5;14;19,5;17,5;17;11,5;25,5;18,5;13,5;11;18,5;26,5;16;19,5;18;13;22,5;24,5;INGENIERIA INDUSTRIAL
356;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;11455;121246210005451811100;INGENIERIA MECANICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;11455;0;0;0;0;0;0;40;0;71;5;78;6;100;2;54;4;83;7;51;8;54;1;35;2;52;2;31;2;90;4;40;1;46;1;39;2;34;2;32;2;42;2;21;3;28;0;27;2;41;2;25;0;31;1;40;6;9;4;73;49;7;3;105;54;88;50;7;2;44;38;1;3;33;24;0;5;33;32;2;1;37;22;2;4;33;27;3;1;1;2;29;27;INGENIERIA MECANICA
357;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;11455;121246210005451811100;INGENIERIA MECANICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;164;10;Norte de Santander;Pamplona;11455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;73;49;7;3;105;54;88;50;7;2;44;38;1;3;33;24;0;5;33;32;2;1;37;22;2;4;33;27;3;1;1;2;29;27;INGENIERIA MECANICA
358;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;9717;121246290805451811100;INGENIERIA MECATRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;163;10;Norte de Santander;Pamplona;9717;0;0;0;0;72;15;45;5;46;9;38;3;78;7;25;4;44;6;33;18;51;3;25;2;46;2;3;0;80;8;38;2;31;3;5;0;31;2;32;1;41;5;28;1;26;4;0;0;22;4;13;3;43;4;21;1;3;2;54;26;10;2,5;77,5;32;80,5;33,5;5,5;2,5;41;33;5;2;32;25,5;1,5;2;32;22;4;2;36,5;15,5;3,5;1;30,5;27;4,5;5,5;4,5;2,5;36;26,5;INGENIERIA MECATRONICA
359;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;9717;121246290805451811100;INGENIERIA MECATRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;163;10;Norte de Santander;Pamplona;9717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;7;0;0;29;0;0;0;30;3;38;2;40;4;3;0;47;2;21;1;21;2;0;0;31;0;14;3;31;4;22;3;3;2;54;26;10;2,5;77,5;32;80,5;33,5;5,5;2,5;41;33;5;2;32;25,5;1,5;2;32;22;4;2;36,5;15,5;3,5;1;30,5;27;4,5;5,5;4,5;2,5;36;26,5;INGENIERIA MECATRONICA
360;UNIVERSIDAD DE PAMPLONA;Universidad;Oficial;53408;53408;INGENIERIA QUIMICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería química y afines;Pregrado;Universitario;Presencial;163;10;Norte de Santander;Pamplona;53408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;9;0;1;15;6;2;0;22;7;6;9;13;5;8;9;23;15;18;13;24;28;36;33;22;13;40;25;30;22;14;15;22;15;22;24;15;11;17;9;21;13;18;18;17;11;15;16;15;15;16;12;19;5;16;2;INGENIERIA QUIMICA
362;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA;Universidad;Oficial;885;121346303334700111100;INGENIERIA AGRONOMICA;Activo;Acreditación de alta calidad;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;176;10;Magdalena;Santa Marta;885;19;10;0;0;20;11;0;0;0;0;29;6;25;8;24;5;27;8;27;3;34;9;27;7;23;7;26;7;18;13;25;7;24;12;21;8;17;7;19;16;39;8;51;28;55;24;64;22;49;30;50;26;53;33;47;16;19;26;43;43;16;18;47;58;45;41;20;17;39;32;20;21;44;37;12;19;38;34;19;25;30;38;27;20;28;45;20;20;24;22;37;29;INGENIERIA AGRONOMICA
363;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA;Universidad;Oficial;11221;121346280014700111100;INGENIERIA AMBIENTAL Y SANITARIA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Tecnología de protección del medio ambiente;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;173;10;Magdalena;Santa Marta;11221;0;0;0;0;0;0;0;0;11;9;30;20;29;22;54;14;41;20;40;18;26;31;37;22;31;28;31;20;25;33;29;20;35;25;43;16;24;30;39;27;27;29;34;31;44;35;51;33;46;38;48;37;45;36;57;53;48;43;42;61;52;60;48;54;65;56;49;47;48;48;43;48;56;58;32;37;33;55;55;32;40;40;49;37;33;39;31;37;31;35;34;32;INGENIERIA AMBIENTAL Y SANITARIA
364;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA;Universidad;Oficial;7112;121346240004700111100;INGENIERIA CIVIL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;172;10;Magdalena;Santa Marta;7112;40;10;0;0;40;10;0;0;18;2;39;10;39;10;46;16;43;17;42;15;39;21;36;17;39;15;25;15;48;11;49;11;43;18;43;14;43;15;59;15;52;17;53;17;48;22;50;17;57;13;52;16;56;16;76;17;28;23;63;72;22;25;51;61;82;49;27;16;35;50;30;17;51;52;20;16;48;56;12;17;54;43;17;26;59;52;24;17;24;22;40;49;INGENIERIA CIVIL
365;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA;Universidad;Oficial;3147;121340030004700111100;INGENIERIA DE SISTEMAS;Activo;Acreditación de alta calidad;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Diseño y administración de redes y bases de datos;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;160;10;Magdalena;Santa Marta;3147;39;12;0;0;39;11;0;0;51;17;80;20;43;8;97;32;50;11;39;17;85;35;76;28;83;9;73;27;64;21;82;18;87;14;70;25;75;17;82;22;83;15;104;19;93;13;100;20;103;6;93;17;94;14;103;25;15;14;112;111;13;12;103;106;107;106;20;7;98;74;11;6;79;77;4;4;73;74;9;4;72;51;6;6;73;69;4;5;6;14;69;56;INGENIERIA SISTEMAS
