;NOMBRE_INSTITUCIÓN;CARÁCTER_ACADÉMICO;SECTOR;CÓDIGO_SNIES_DEL_PROGRAMA;CÓDIGO_ANTERIOR_ICFES;NOMBRE_DEL_PROGRAMA;ESTADO_PROGRAMA;RECONOCIMIENTO_DEL_MINISTERIO;CINE_F_2013_AC_CAMPO_AMPLIO;CINE_F_2013_AC_CAMPO_ESPECÍFIC;CINE_F_2013_AC_CAMPO_DETALLADO;ÁREA_DE_CONOCIMIENTO;NÚCLEO_BÁSICO_DEL_CONOCIMIENTO;NIVEL_ACADÉMICO;NIVEL_DE_FORMACIÓN;MODALIDAD;NÚMERO_CRÉDITOS;NÚMERO_PERIODOS_DE_DURACIÓN;DEPARTAMENTO_OFERTA_PROGRAMA;MUNICIPIO_OFERTA_PROGRAMA;SNIES;H2000-1;M2000-1;H2000-2;M2000-2;H2001-1;M2001-1;H2001-2;M2001-2;H2002-1;M2002-1;H2002-2;M2002-2;H2003-1;M2003-1;H2003-2;M2003-2;H2004-1;M2004-1;H2004-2;M2004-2;H2005-1;M2005-1;H2005-2;M2005-2;H2006-1;M2006-1;H2006-2;M2006-2;H2007-1;M2007-1;H2007-2;M2007-2;H2008-1;M2008-1;H2008-2;M2008-2;H2009-1;M2009-1;H2009-2;M2009-2;H2010-1;M2010-1;H2010-2;M2010-2;H2011-1;M2011-1;H2011-2;M2011-2;H2012-1;M2012-1;H2012-2;M2012-2;H2013-1;M2013-1;H2013-2;M2013-2;M2014-1;M2014-2;H2014-1;H2014-2;M2015-1;M2015-2;H2015-1;H2015-2;H2016-1;H2016-2;M2016-1;M2016-2;H2017-1;H2017-2;M2017-1;M2017-2;H2018-1;H2018-2;M2018-1;M2018-2;H2019-1;H2019-2;M2019-1;M2019-2;H2020-1;H2020-2;M2020-1;M2020-2;H2021-1;H2021-2;M2021-1;M2021-2;M2022-1;M2022-2;H2022-1;H2022-2;NOMBRE_DEL_PROGRAMA_DEPURADO
366;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA;Universidad;Oficial;20409;121346210384700111100;INGENIERIA ELECTRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;172;10;Magdalena;Santa Marta;20409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;1;54;5;54;5;57;3;55;4;54;2;48;9;55;3;56;2;49;5;63;6;58;10;72;3;63;5;76;3;66;7;69;8;66;10;78;6;10;3;73;86;9;4;78;80;83;84;5;6;61;67;6;9;69;64;10;8;64;73;10;5;72;63;7;6;63;63;11;6;11;4;62;59;INGENIERIA ELECTRONICA
367;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA;Universidad;Oficial;9853;121346700424700111100;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;172;10;Magdalena;Santa Marta;9853;28;20;0;0;30;20;0;0;37;13;67;31;34;17;79;33;42;17;43;17;71;43;73;36;66;43;44;25;60;32;66;29;70;31;65;33;56;31;66;43;73;26;76;37;64;44;70;39;69;37;71;42;70;37;84;45;55;44;79;98;55;47;67;81;92;70;52;38;65;60;33;27;50;59;42;36;42;54;43;27;45;45;38;31;48;44;41;35;47;23;40;47;INGENIERIA INDUSTRIAL
368;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA;Universidad;Oficial;116006;0;INGENIERIA MARINO-COSTERA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;164;10;Magdalena;Santa Marta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA MARINO-COSTERA
369;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA;Universidad;Oficial;884;121346390204700111100;INGENIERIA PESQUERA;Activo;Acreditación de alta calidad;Agropecuario, Silvicultura, Pesca y Veterinaria;Pesca;Pesca;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;174;10;Magdalena;Santa Marta;884;24;7;0;0;24;7;0;0;0;0;14;6;21;13;17;9;19;13;14;7;25;12;33;6;21;8;0;0;16;7;18;8;14;12;23;5;15;9;30;13;34;19;50;13;39;21;48;20;40;23;49;17;40;28;47;21;25;24;50;57;28;28;60;68;63;62;30;25;43;39;25;11;36;40;16;18;35;42;19;16;35;38;23;11;19;29;12;9;9;12;32;29;INGENIERIA PESQUERA
370;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;1928;121446303332529011100;INGENIERIA AGRONOMICA;Activo;Registro calificado;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;150;9;Cundinamarca;Fusagasugá;1928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;18;0;0;0;0;0;0;0;0;0;0;0;0;15;6;18;19;21;8;0;0;33;37;25;14;53,5;18,5;22;18;23,5;19;26,5;24;18;15;28,5;18,5;15;17,5;12,5;24,5;22;15;24;24;17,5;12;28,5;21;12,5;12,5;20,5;22,5;19;13,5;17,5;13;20,5;27;INGENIERIA AGRONOMICA
371;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;1928;121446303332529011100;INGENIERIA AGRONOMICA;Activo;Registro calificado;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;150;9;Cundinamarca;Fusagasugá;1928;24;18;15;11;0;0;27;17;26;20;28;26;41;29;39;30;42;33;33;17;53;24;30;20;40;30;42;25;5;3;94;58;34;31;42;25;42;32;34;10;26;13;28;15;35;9;26;15;27;17;28;7;0;0;30;31;25;14;53,5;18,5;22;18;23,5;19;26,5;24;18;15;28,5;18,5;15;17,5;12,5;24,5;22;15;24;24;17,5;12;28,5;21;12,5;12,5;20,5;22,5;19;13,5;17,5;13;20,5;27;INGENIERIA AGRONOMICA
378;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;105445;105445;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;156;9;Cundinamarca;Villa de San Diego de Ubaté;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
379;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;109965;109965;INGENIERIA DE SISTEMAS Y COMPUTACION;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;153;9;Cundinamarca;Facatativá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS Y COMPUTACION
380;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;109964;109964;INGENIERIA DE SISTEMAS Y COMPUTACION;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;153;9;Cundinamarca;Fusagasugá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS Y COMPUTACION
381;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;111350;111350;INGENIERIA DE SISTEMAS Y COMPUTACION;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;150;9;Cundinamarca;Chía;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS Y COMPUTACION
382;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;110946;110946;INGENIERIA DE SOFTWARE;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;150;9;Cundinamarca;Soacha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SOFTWARE
383;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;4086;121446210382529011100;INGENIERIA ELECTRONICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;170;10;Cundinamarca;Fusagasugá;4086;47;8;41;2;0;0;58;11;61;21;31;5;85;22;48;2;59;12;30;11;63;17;21;6;44;7;32;7;1;0;58;10;52;11;22;4;38;6;27;5;33;5;20;2;40;5;22;3;30;11;24;6;39;5;26;11;7;2;35;14;18;4;43;25;32;36;11;4;34;25;7;10;28;32;10;5;25;25;8;6;31;30;10;2;29;31;8;6;7;6;30;33;INGENIERIA ELECTRONICA
384;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;53872;53872;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;150;9;Cundinamarca;Soacha;53872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;21;39;25;26;12;29;28;46;23;25;13;47;26;38;29;59;41;61;29;50;26;87;42;36;14;68;28;62;44;48;36;62;65;50;49;61;57;49;50;67;52;48;49;56;40;46;28;48;46;33;32;38;41;41;35;INGENIERIA INDUSTRIAL
385;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;52090;52090;INGENIERIA AMBIENTAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;150;9;Cundinamarca;Girardot;52090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;31;18;18;32;28;25;28;17;31;19;28;29;37;38;40;32;49;66;51,5;59,5;47;46;43;38,5;35;32;25,5;35,5;26,5;21;17,5;37;21,5;18;17;21,5;20;19,5;13,5;22;24;17,5;16;19,5;21,5;15;15;20;19,5;20,5;19;16;18;INGENIERIA AMBIENTAL
386;UNIVERSIDAD DE CUNDINAMARCA-UDEC;Universidad;Oficial;52090;52090;INGENIERIA AMBIENTAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;150;9;Cundinamarca;Girardot;52090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;0;12;12;11;10;38;38;33;37;32;16;19;27;25;16;23;30;25;20;21;28;25;20;48;40;42;35;66;51,5;59,5;47;46;43;38,5;35;32;25,5;35,5;26,5;21;17,5;37;21,5;18;17;21,5;20;19,5;13,5;22;24;17,5;16;19,5;21,5;15;15;20;19,5;20,5;19;16;18;INGENIERIA AMBIENTAL
389;UNIVERSIDAD DE SUCRE;Universidad;Oficial;1736;121746306207000111100;INGENIERIA AGRICOLA;Activo;Registro calificado;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agrícola, forestal y afines;Pregrado;Universitario;Presencial;159;10;Sucre;Sincelejo;1736;0;0;32;3;33;2;31;6;26;9;29;6;34;11;32;14;39;6;39;5;37;8;32;13;33;12;37;8;32;13;38;7;36;9;23;7;27;18;32;13;37;8;28;17;30;15;33;12;0;0;32;13;28;9;40;9;10;9;33;34;17;4;30;11;32;31;12;14;35;33;14;12;29;34;16;11;23;31;21;14;29;25;16;19;36;30;6;15;11;12;34;32;INGENIERIA AGRICOLA
390;UNIVERSIDAD DE SUCRE;Universidad;Oficial;4627;121746306267000111100;INGENIERIA AGROINDUSTRIAL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agroindustrial, alimentos y afines;Pregrado;Universitario;Presencial;159;10;Sucre;Sincelejo;4627;28;12;0;0;35;5;0;0;30;10;0;0;30;15;30;15;33;11;26;11;32;13;31;13;30;15;26;20;32;10;20;16;30;10;23;9;27;17;26;19;25;20;26;19;31;11;30;13;30;15;30;15;21;23;31;9;11;11;33;34;14;4;31;12;25;34;18;11;27;27;18;17;36;31;9;14;27;22;18;23;34;28;11;12;21;24;16;18;25;13;18;29;INGENIERIA AGROINDUSTRIAL
391;UNIVERSIDAD DE SUCRE;Universidad;Oficial;5100;121746240007000111100;INGENIERIA CIVIL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;159;10;Sucre;Sincelejo;5100;36;4;0;0;34;6;0;0;33;7;0;0;34;11;37;8;54;13;67;15;76;14;55;35;60;31;29;19;31;14;27;18;36;9;37;8;34;11;39;6;37;8;29;15;38;6;38;8;63;27;64;26;69;13;63;19;21;11;69;31;14;5;30;12;39;36;6;8;34;32;12;14;31;33;18;13;35;32;13;15;42;32;8;15;34;33;7;16;15;17;30;31;INGENIERIA CIVIL
392;UNIVERSIDAD DE SUCRE;Universidad;Oficial;108950;108950;INGENIERIA ELECTRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;144;9;Sucre;Sincelejo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA ELECTRONICA
394;UNIVERSIDAD DE LA GUAJIRA;Universidad;Oficial;2858;121846280004400111100;INGENIERIA AMBIENTAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;166;10;La Guajira;Riohacha;2858;38;19;0;0;0;0;26;19;28;17;31;14;25;14;22;29;27;18;10;14;20;23;18;20;24;28;12;6;28;25;14;12;0;0;11;10;0;0;38;36;47;43;19;47;29;69;16;39;24;38;14;32;0;0;40;29;59;26;47;24;47;24;40;23,5;25,5;26;37;16;25;22;21;13,5;31,5;32,5;23;19,5;17;23;11;11;28;0;24;0;0;0;0;0;13;14;20;19,5;INGENIERIA AMBIENTAL
395;UNIVERSIDAD DE LA GUAJIRA;Universidad;Oficial;54495;54495;INGENIERIA CIVIL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;179;10;La Guajira;Riohacha;54495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;46;108;75;63;48;61;125;51;75;69;33;47;24;87;69;94;36;25;32;69;64;48;44;84;82;113;77;46;23;77;56;37;27;94;86;41;33;38;38;19;25;52;0;18;0;45;48;26;22;27;18;58;76;INGENIERIA CIVIL
396;UNIVERSIDAD DE LA GUAJIRA;Universidad;Oficial;17579;121840030004400111100;INGENIERIA DE SISTEMAS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;169;10;La Guajira;Riohacha;17579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;49;82;73;56;35;88;49;57;15;72;25;34;22;43;31;22;11;0;0;40;10;0;0;65;30;6;8;18;14;30;55;15;35;44;7;38;10;53;22;55;14;9,5;15,5;54;59;13,5;7;64,5;39;50,5;42;7;7;54,5;35;7;4,5;0;43,5;0;5;29;28,5;1;3,5;58;0;4;0;47;32,5;7,5;3;7,5;8;46;66,5;INGENIERIA SISTEMAS
399;UNIVERSIDAD DE LA GUAJIRA;Universidad;Oficial;1731;121846700424400111100;INGENIERIA INDUSTRIAL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;174;10;La Guajira;Riohacha;1731;39;56;0;0;0;0;57;33;26;19;28;17;60;36;64;27;49;32;33;14;34;16;32;13;63;47;33;13;62;27;22;14;0;0;38;13;0;0;51;45;60;58;25;36;38;83;27;59;43;26;24;10;0;0;80;44;41;31;57;40;44;30;49;48;59;39;29;28;45;34;25;21;47;39;29;24;37;37;21;20;41;0;27;0;44;37;32;30;17;20;49;52;INGENIERIA INDUSTRIAL
400;UNIVERSIDAD DE LA GUAJIRA;Universidad;Oficial;54549;54549;INGENIERIA MECANICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;164;10;La Guajira;Riohacha;54549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;11;118;18;53;18;37;71;34;38;48;4;46;2;83;12;77;5;8;1;80;37;10;3;66;38;73;41;4;3;45;25;3;3;58;45;0;2;29;24;2;3;59;0;3;0;36;37;2;2;6;1;54;31;INGENIERIA MECANICA
401;UNIVERSIDAD DE ANTIOQUIA;Universidad;Oficial;105943;105943;INGENIERIA AEROESPACIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Vehículos, barcos y aeronaves de motor;Ingeniería, arquitectura, urbanismo y afines;Otras ingenierías;Pregrado;Universitario;Presencial;175;10;Antioquia;El Carmen de Viboral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA AEROESPACIAL
403;UNIVERSIDAD DE ANTIOQUIA;Universidad;Oficial;105973;105973;INGENIERIA ENERGETICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería eléctrica y afines;Pregrado;Universitario;Presencial;162;10;Antioquia;El Carmen de Viboral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA ENERGETICA
414;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;Universidad;Oficial;10110;130146240001100111200;INGENIERIA CIVIL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;172;10;Bogotá D.C.;Bogotá, D.C.;10110;0;0;0;0;0;0;0;0;20;10;13;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;27;13;11;27;33;26;29;14;10;28;31;12;9;26;25;24;10;21;23;16;8;18;14;12;15;42;37;18;19;21;20;37;39;INGENIERIA CIVIL
415;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;Universidad;Oficial;12956;130146280011100111101;INGENIERIA AMBIENTAL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;167;10;Bogotá D.C.;Bogotá, D.C.;12956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;24;18;24;39;41;33;49;41;33;40;35;26;43;28;45;20;21;20;21;50;36;46;48;45;36;40;36;35;38;53;50;56;43;46;40;55;40;34;32;36;33;42;40;27;30;33;43;46;36;39;51;36;48;46;31;48;41;44;53;41;40;55;51;44;39;47;47;47;42;82;51;55;45;37;45;INGENIERIA AMBIENTAL
416;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;Universidad;Oficial;917;130145260001100111100;INGENIERIA CATASTRAL Y GEODESIA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;160;10;Bogotá D.C.;Bogotá, D.C.;917;100;30;100;25;87;33;0;0;115;53;144;56;130;59;77;25;94;38;80;39;84;36;74;46;61;59;86;31;82;35;83;29;24;10;36;11;74;46;80;49;71;44;82;34;79;40;68;45;76;41;65;49;82;35;77;57;44;48;85;86;37;44;81;85;81;64;55;39;80;64;54;52;83;64;50;38;79;67;50;49;74;66;50;40;118;55;64;34;37;26;58;59;INGENIERIA CATASTRAL Y GEODESIA
418;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;Universidad;Oficial;17632;130146700421100111101;INGENIERIA DE PRODUCCION;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;175;10;Bogotá D.C.;Bogotá, D.C.;17632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;25;41;23;13;17;34;18;8;7;33;29;41;21;23;19;32;29;30;31;29;32;33;17;20;28;0;0;0;0;0;0;0;0;0;0;19;19;15;26;35;18;41;26;29;11;31;11;24;52;15;32;52;55;39;37;40;35;31;24;36;40;25;29;31;35;30;32;37;41;39;23;38;24;31;40;INGENIERIA PRODUCCION
420;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;Universidad;Oficial;918;130140030001100111100;INGENIERIA DE SISTEMAS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;180;10;Bogotá D.C.;Bogotá, D.C.;918;100;25;100;24;110;10;0;0;196;47;0;0;163;32;127;31;129;25;105;15;104;17;103;16;93;17;94;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;113;118;11;14;107;114;119;99;11;2;113;105;9;19;118;115;11;14;121;112;10;13;116;110;8;16;178;116;19;11;15;20;120;157;INGENIERIA SISTEMAS
